order_id,user_id,product_id,product_name,category,brand,price,quantity,order_date,order_status
4948,126,59,Table Lamp,Home & Kitchen,Havells,6742.54,1,2025-02-16,Delivered
4949,1143,22,Neckband Earphones,Electronics,Samsung,58102.06,1,2025-01-31,Delivered
4950,1610,89,Business Book,Books,Bloomsbury,678.92,1,2025-10-21,Shipped
4951,1910,84,Children's Story Book,Books,Scholastic,289.57,1,2026-07-19,Delivered
4952,275,127,Resistance Band Set,Sports & Fitness,Nivia,3441.87,2,2026-08-17,Delivered
4953,517,87,Biography,Books,Bloomsbury,142.11,4,2026-05-18,Delivered
4954,1068,89,Business Book,Books,Bloomsbury,267.03,1,2025-08-18,Shipped
4955,1078,9,Smartwatch,Electronics,boAt,21071.87,1,2025-02-28,Delivered
4956,1193,126,Football,Sports & Fitness,Yonex,3884.74,1,2026-02-20,Delivered
4957,1662,74,Fiction Novel,Books,HarperCollins,514.91,3,2026-04-01,Delivered
4958,1812,64,Induction Cooktop,Home & Kitchen,Milton,4947.45,1,2025-11-22,Delivered
4959,916,15,Laptop,Electronics,boAt,79336.03,1,2026-01-09,Shipped
4960,1699,46,Sunglasses,Fashion,H&M,2772.26,1,2024-12-28,Delivered
4961,112,82,Children's Story Book,Books,Rupa Publications,378.44,1,2024-11-28,Delivered
4962,1363,122,Badminton Racket,Sports & Fitness,Yonex,4224.96,1,2025-12-11,Delivered
4963,912,18,Power Bank 10000mAh,Electronics,Sony,47166.72,2,2026-02-04,Delivered
4964,890,21,Bluetooth Speaker,Electronics,Apple,78680.29,2,2025-06-16,Delivered
4965,1472,84,Children's Story Book,Books,Scholastic,979.33,1,2025-02-11,Delivered
4966,133,86,Biography,Books,HarperCollins,772.49,1,2024-07-24,Shipped
4967,681,14,Laptop,Electronics,Xiaomi,8593.71,1,2026-05-25,Delivered
4968,999,103,Lipstick,Beauty & Personal Care,The Man Company,1734.51,1,2025-11-24,Cancelled
4969,777,91,Face Wash,Beauty & Personal Care,The Man Company,835.34,3,2026-03-25,Shipped
4970,1798,119,Dumbbell Set 10kg,Sports & Fitness,Adidas,4076.31,2,2025-07-26,Delivered
4971,1294,35,Denim Jeans,Fashion,Van Heusen,394.53,1,2025-01-05,Delivered
4972,48,25,Men's T-Shirt,Fashion,Allen Solly,3788.07,1,2026-01-30,Cancelled
4973,1368,102,Body Lotion,Beauty & Personal Care,Mamaearth,577.18,1,2025-11-08,Delivered
4974,1201,11,LED TV 43-inch,Electronics,boAt,51202.56,1,2025-09-20,Delivered
4975,1429,4,Bluetooth Earbuds,Electronics,Xiaomi,60009.97,1,2026-01-27,Delivered
4976,1293,124,Football,Sports & Fitness,Nivia,6320.43,1,2026-05-05,Delivered
4977,991,76,Self-Help Book,Books,Bloomsbury,887.91,2,2026-03-09,Delivered
4978,808,33,Running Shoes,Fashion,Roadster,3209.04,2,2025-10-30,Delivered
4979,92,89,Business Book,Books,Bloomsbury,202.47,1,2026-05-13,Delivered
4980,1522,56,Air Fryer,Home & Kitchen,Prestige,11273.22,1,2026-05-26,Delivered
4981,482,111,Perfume,Beauty & Personal Care,Plum,1237.75,1,2025-08-09,Delivered
4982,1020,65,Induction Cooktop,Home & Kitchen,Prestige,11764.81,2,2025-06-20,Delivered
4983,1637,86,Biography,Books,HarperCollins,577.83,1,2026-02-24,Delivered
4984,1364,113,Yoga Mat,Sports & Fitness,Decathlon,4274.01,1,2024-10-26,Delivered
4985,978,47,Sunglasses,Fashion,Biba,4376.02,1,2024-05-19,Cancelled
4986,175,10,LED TV 43-inch,Electronics,Apple,43737.14,1,2026-05-05,Delivered
4987,1818,106,Trimmer,Beauty & Personal Care,Mamaearth,1568.98,1,2025-12-14,Delivered
4988,972,24,Neckband Earphones,Electronics,Realme,41783.14,2,2025-06-08,Delivered
4989,1573,109,Perfume,Beauty & Personal Care,The Man Company,1325.06,2,2025-01-27,Cancelled
4990,1506,90,Business Book,Books,Rupa Publications,780.45,1,2025-12-03,Pending
4991,1879,37,Formal Shirt,Fashion,Van Heusen,4451.81,1,2025-09-19,Delivered
4992,1508,126,Football,Sports & Fitness,Yonex,1605.79,2,2026-03-28,Delivered
4993,1148,15,Laptop,Electronics,boAt,59776.82,1,2026-01-13,Delivered
4994,1337,119,Dumbbell Set 10kg,Sports & Fitness,Adidas,5918.73,1,2025-10-04,Delivered
4995,1535,19,Bluetooth Speaker,Electronics,boAt,17159.53,1,2025-11-26,Delivered
4996,1429,53,Non-Stick Pan Set,Home & Kitchen,Pigeon,8616.33,1,2025-11-01,Delivered
4997,1579,46,Sunglasses,Fashion,H&M,4343.98,3,2025-09-19,Delivered
4998,1430,10,LED TV 43-inch,Electronics,Apple,52808.71,1,2025-11-25,Delivered
4999,690,103,Lipstick,Beauty & Personal Care,The Man Company,660.62,1,2025-05-11,Delivered
5000,412,31,Running Shoes,Fashion,Biba,4023.95,1,2026-01-23,Delivered
5001,797,119,Dumbbell Set 10kg,Sports & Fitness,Adidas,6115.86,4,2025-02-09,Cancelled
5002,1735,77,Self-Help Book,Books,Scholastic,854.35,1,2025-11-07,Delivered
5003,1518,51,Mixer Grinder,Home & Kitchen,Philips,11387.97,1,2025-11-11,Delivered
5004,1294,64,Induction Cooktop,Home & Kitchen,Milton,7954.49,1,2026-07-14,Delivered
5005,1889,42,Casual Sneakers,Fashion,Biba,3896.48,1,2025-10-26,Delivered
5006,1115,118,Dumbbell Set 10kg,Sports & Fitness,Decathlon,3386.93,1,2025-05-11,Delivered
5007,1059,10,LED TV 43-inch,Electronics,Apple,43097.94,4,2025-10-02,Delivered
5008,1885,25,Men's T-Shirt,Fashion,Allen Solly,1829.59,2,2025-10-11,Delivered
5009,1684,3,Smartphone,Electronics,boAt,5225.64,1,2026-05-05,Delivered
5010,1590,27,Men's T-Shirt,Fashion,Puma,1296.08,1,2025-12-06,Delivered
5011,400,68,Wall Clock,Home & Kitchen,Havells,5612.83,1,2025-07-10,Delivered
5012,1553,74,Fiction Novel,Books,HarperCollins,167.17,1,2025-08-31,Delivered
5013,278,69,Wall Clock,Home & Kitchen,Philips,2451.97,1,2026-01-06,Delivered
5014,1480,106,Trimmer,Beauty & Personal Care,Mamaearth,1918.29,1,2025-10-01,Delivered
5015,1858,41,Casual Sneakers,Fashion,Allen Solly,1028.15,1,2025-04-18,Delivered
5016,266,83,Children's Story Book,Books,Penguin,599.73,1,2025-12-03,Returned
5017,1840,2,Smartphone,Electronics,Apple,70717.07,1,2025-06-15,Delivered
5018,1594,46,Sunglasses,Fashion,H&M,3158.26,1,2026-03-16,Delivered
5019,1947,113,Yoga Mat,Sports & Fitness,Decathlon,3783.66,1,2025-11-18,Delivered
5020,1831,105,Lipstick,Beauty & Personal Care,Nivea,854.75,3,2026-04-24,Delivered
5021,1361,128,Resistance Band Set,Sports & Fitness,Decathlon,2008.36,1,2025-03-01,Delivered
5022,70,63,Water Bottle Set,Home & Kitchen,Cello,1558.53,1,2026-03-18,Shipped
5023,1128,13,Laptop,Electronics,Sony,47748.12,1,2026-05-13,Delivered
5024,648,90,Business Book,Books,Rupa Publications,774.15,2,2026-08-14,Delivered
5025,228,3,Smartphone,Electronics,boAt,10510.41,1,2026-04-20,Delivered
5026,1823,125,Football,Sports & Fitness,Cosco,4241.88,2,2025-12-21,Delivered
5027,1024,55,Air Fryer,Home & Kitchen,Bajaj,5942.34,2,2025-06-13,Delivered
5028,1956,50,Mixer Grinder,Home & Kitchen,Pigeon,10832.47,2,2025-06-07,Delivered
5029,1563,57,Air Fryer,Home & Kitchen,Pigeon,3232.12,2,2025-03-19,Delivered
5030,1524,59,Table Lamp,Home & Kitchen,Havells,2781.57,1,2025-09-20,Returned
5031,303,111,Perfume,Beauty & Personal Care,Plum,2310.71,1,2024-09-19,Delivered
5032,1895,47,Sunglasses,Fashion,Biba,1326.31,1,2024-11-23,Delivered
5033,1309,74,Fiction Novel,Books,HarperCollins,987.25,1,2025-07-30,Shipped
5034,237,3,Smartphone,Electronics,boAt,29297.6,1,2025-10-07,Delivered
5035,268,7,Smartwatch,Electronics,Samsung,56487.78,2,2026-01-08,Delivered
5036,875,20,Bluetooth Speaker,Electronics,Xiaomi,24854.57,3,2024-09-29,Delivered
5037,484,105,Lipstick,Beauty & Personal Care,Nivea,1036.48,1,2026-06-12,Delivered
5038,1917,30,Women's Kurta,Fashion,Biba,3149.54,1,2025-03-07,Delivered
5039,993,60,Table Lamp,Home & Kitchen,Pigeon,5207.05,1,2026-06-13,Delivered
5040,1323,90,Business Book,Books,Rupa Publications,570.58,2,2025-08-20,Delivered
5041,1220,89,Business Book,Books,Bloomsbury,911.84,2,2025-11-29,Delivered
5042,502,65,Induction Cooktop,Home & Kitchen,Prestige,12478.67,1,2026-08-08,Cancelled
5043,1231,17,Power Bank 10000mAh,Electronics,Samsung,82757.65,1,2026-04-28,Delivered
5044,371,123,Badminton Racket,Sports & Fitness,Decathlon,3440.77,1,2025-12-22,Delivered
5045,324,57,Air Fryer,Home & Kitchen,Pigeon,6720.76,1,2024-05-27,Delivered
5046,786,19,Bluetooth Speaker,Electronics,boAt,70861.13,3,2026-04-06,Delivered
5047,1123,121,Badminton Racket,Sports & Fitness,Cosco,2457.35,1,2026-01-11,Returned
5048,1102,57,Air Fryer,Home & Kitchen,Pigeon,1866.12,1,2026-03-04,Delivered
5049,1310,16,Power Bank 10000mAh,Electronics,OnePlus,29671.91,1,2026-01-24,Delivered
5050,1515,59,Table Lamp,Home & Kitchen,Havells,5091.25,1,2024-07-22,Delivered
5051,661,18,Power Bank 10000mAh,Electronics,Sony,51790.41,1,2025-12-26,Shipped
5052,595,121,Badminton Racket,Sports & Fitness,Cosco,900.41,1,2025-05-24,Delivered
5053,506,15,Laptop,Electronics,boAt,69909.07,2,2026-05-03,Delivered
5054,415,50,Mixer Grinder,Home & Kitchen,Pigeon,11427.98,1,2025-04-24,Shipped
5055,643,6,Bluetooth Earbuds,Electronics,Sony,51671.7,4,2026-04-28,Delivered
5056,381,31,Running Shoes,Fashion,Biba,3092.73,3,2025-12-27,Delivered
5057,1148,84,Children's Story Book,Books,Scholastic,668.6,1,2025-07-23,Returned
5058,300,122,Badminton Racket,Sports & Fitness,Yonex,6891.78,1,2026-01-24,Shipped
5059,507,121,Badminton Racket,Sports & Fitness,Cosco,3297.46,1,2025-04-11,Cancelled
5060,1485,99,Hair Serum,Beauty & Personal Care,Plum,1117.0,1,2026-04-18,Delivered
5061,1022,84,Children's Story Book,Books,Scholastic,935.94,4,2025-08-02,Cancelled
5062,1545,75,Fiction Novel,Books,Bloomsbury,348.7,1,2024-04-10,Delivered
5063,1443,41,Casual Sneakers,Fashion,Allen Solly,4741.23,3,2025-05-25,Delivered
5064,1989,7,Smartwatch,Electronics,Samsung,62014.16,1,2026-01-21,Delivered
5065,474,38,Formal Shirt,Fashion,Levis,2201.38,1,2025-12-15,Delivered
5066,708,61,Water Bottle Set,Home & Kitchen,Philips,449.17,1,2025-02-10,Delivered
5067,1512,128,Resistance Band Set,Sports & Fitness,Decathlon,1022.26,1,2025-04-06,Delivered
5068,1197,114,Yoga Mat,Sports & Fitness,Adidas,1318.22,2,2025-09-05,Delivered
5069,186,118,Dumbbell Set 10kg,Sports & Fitness,Decathlon,4759.05,4,2026-04-12,Delivered
5070,623,81,Competitive Exam Guide,Books,Penguin,787.33,1,2025-11-15,Cancelled
5071,747,101,Body Lotion,Beauty & Personal Care,Lakme,945.02,1,2024-11-06,Delivered
5072,1069,95,Sunscreen SPF50,Beauty & Personal Care,The Man Company,227.11,1,2025-03-10,Delivered
5073,50,49,Mixer Grinder,Home & Kitchen,Havells,11112.71,1,2025-04-05,Delivered
5074,373,33,Running Shoes,Fashion,Roadster,2812.23,1,2024-04-30,Delivered
5075,1133,8,Smartwatch,Electronics,OnePlus,74651.6,1,2025-06-24,Returned
5076,1067,116,Cricket Bat,Sports & Fitness,Adidas,4069.3,2,2026-07-23,Delivered
5077,229,44,Handbag,Fashion,Van Heusen,1756.85,1,2025-02-10,Delivered
5078,495,110,Perfume,Beauty & Personal Care,Lakme,1766.95,1,2023-10-06,Cancelled
5079,1084,9,Smartwatch,Electronics,boAt,37192.34,1,2025-06-24,Shipped
5080,419,109,Perfume,Beauty & Personal Care,The Man Company,1978.15,2,2026-06-14,Shipped
5081,868,51,Mixer Grinder,Home & Kitchen,Philips,7079.56,1,2025-06-19,Delivered
5082,95,122,Badminton Racket,Sports & Fitness,Yonex,3468.09,4,2026-04-30,Delivered
5083,729,63,Water Bottle Set,Home & Kitchen,Cello,9620.42,2,2025-06-24,Delivered
5084,206,114,Yoga Mat,Sports & Fitness,Adidas,3472.46,1,2026-03-02,Delivered
5085,25,46,Sunglasses,Fashion,H&M,1841.58,2,2025-02-14,Delivered
5086,1334,129,Resistance Band Set,Sports & Fitness,Yonex,3926.23,1,2025-10-17,Delivered
5087,656,115,Cricket Bat,Sports & Fitness,Nivia,1227.49,1,2026-02-09,Delivered
5088,1549,39,Formal Shirt,Fashion,Allen Solly,517.39,1,2026-01-06,Delivered
5089,234,74,Fiction Novel,Books,HarperCollins,176.08,1,2023-12-24,Delivered
5090,1946,78,Self-Help Book,Books,HarperCollins,620.87,1,2026-05-01,Delivered
5091,1072,110,Perfume,Beauty & Personal Care,Lakme,1950.34,2,2025-11-21,Delivered
5092,1301,98,Hair Serum,Beauty & Personal Care,Mamaearth,2426.64,1,2025-04-19,Delivered
5093,35,113,Yoga Mat,Sports & Fitness,Decathlon,4711.24,1,2025-12-12,Delivered
5094,1786,86,Biography,Books,HarperCollins,595.8,1,2026-02-22,Delivered
5095,1203,123,Badminton Racket,Sports & Fitness,Decathlon,356.11,2,2024-09-22,Delivered
5096,1397,99,Hair Serum,Beauty & Personal Care,Plum,877.9,2,2025-11-09,Delivered
5097,681,90,Business Book,Books,Rupa Publications,764.19,2,2025-06-15,Delivered
5098,1037,58,Table Lamp,Home & Kitchen,Prestige,10302.51,1,2026-05-09,Delivered
5099,827,43,Handbag,Fashion,Biba,1729.69,1,2026-08-04,Delivered
5100,1524,10,LED TV 43-inch,Electronics,Apple,47537.8,1,2024-06-27,Delivered
5101,1603,76,Self-Help Book,Books,Bloomsbury,883.06,1,2026-01-15,Delivered
5102,1325,105,Lipstick,Beauty & Personal Care,Nivea,1092.24,1,2025-10-30,Delivered
5103,1578,9,Smartwatch,Electronics,boAt,23977.61,1,2024-03-07,Returned
5104,1455,70,Bedsheet Set,Home & Kitchen,Bajaj,9192.82,2,2025-09-03,Delivered
5105,1778,107,Trimmer,Beauty & Personal Care,Plum,1314.17,1,2026-05-15,Delivered
5106,618,97,Hair Serum,Beauty & Personal Care,Lakme,406.3,1,2025-04-28,Delivered
5107,1029,54,Non-Stick Pan Set,Home & Kitchen,Philips,1186.33,2,2026-05-09,Shipped
5108,1027,102,Body Lotion,Beauty & Personal Care,Mamaearth,2427.64,3,2026-08-17,Shipped
5109,211,59,Table Lamp,Home & Kitchen,Havells,11187.62,1,2025-02-07,Delivered
5110,223,25,Men's T-Shirt,Fashion,Allen Solly,2013.72,1,2025-11-26,Delivered
5111,535,99,Hair Serum,Beauty & Personal Care,Plum,2488.02,1,2026-04-24,Delivered
5112,318,57,Air Fryer,Home & Kitchen,Pigeon,5625.72,1,2026-03-14,Delivered
5113,1026,45,Handbag,Fashion,Allen Solly,3919.3,1,2025-06-26,Delivered
5114,1816,128,Resistance Band Set,Sports & Fitness,Decathlon,5583.11,1,2025-09-27,Shipped
5115,1001,10,LED TV 43-inch,Electronics,Apple,50338.27,1,2025-02-01,Delivered
5116,1264,31,Running Shoes,Fashion,Biba,2490.36,1,2026-01-27,Delivered
5117,1554,25,Men's T-Shirt,Fashion,Allen Solly,4683.33,1,2025-11-12,Delivered
5118,784,22,Neckband Earphones,Electronics,Samsung,24441.97,3,2026-05-03,Delivered
5119,180,86,Biography,Books,HarperCollins,132.2,1,2026-04-02,Delivered
5120,758,67,Wall Clock,Home & Kitchen,Cello,3869.09,1,2024-10-25,Delivered
5121,1516,107,Trimmer,Beauty & Personal Care,Plum,1884.57,1,2025-10-28,Pending
5122,527,30,Women's Kurta,Fashion,Biba,4224.55,3,2024-10-14,Cancelled
5123,1143,125,Football,Sports & Fitness,Cosco,5832.74,1,2025-02-19,Delivered
5124,1661,50,Mixer Grinder,Home & Kitchen,Pigeon,5913.11,1,2025-09-02,Shipped
5125,1508,45,Handbag,Fashion,Allen Solly,4137.74,1,2025-07-23,Delivered
5126,1642,31,Running Shoes,Fashion,Biba,1760.67,1,2026-04-02,Delivered
5127,554,44,Handbag,Fashion,Van Heusen,2345.05,1,2023-10-14,Delivered
5128,579,91,Face Wash,Beauty & Personal Care,The Man Company,951.49,1,2024-09-17,Delivered
5129,1674,40,Casual Sneakers,Fashion,Levis,4205.27,1,2026-05-09,Delivered
5130,252,89,Business Book,Books,Bloomsbury,164.15,1,2026-04-03,Delivered
5131,560,93,Face Wash,Beauty & Personal Care,Dove,1964.92,2,2026-04-26,Delivered
5132,754,129,Resistance Band Set,Sports & Fitness,Yonex,4541.57,1,2025-08-18,Delivered
5133,1796,45,Handbag,Fashion,Allen Solly,3575.48,1,2025-08-18,Delivered
5134,310,53,Non-Stick Pan Set,Home & Kitchen,Pigeon,4161.38,1,2025-05-10,Delivered
5135,1267,27,Men's T-Shirt,Fashion,Puma,3745.52,1,2025-10-11,Delivered
5136,325,63,Water Bottle Set,Home & Kitchen,Cello,2220.8,1,2025-06-25,Delivered
5137,1876,75,Fiction Novel,Books,Bloomsbury,489.98,1,2026-05-14,Shipped
5138,1626,32,Running Shoes,Fashion,H&M,3027.98,2,2025-08-06,Delivered
5139,1101,118,Dumbbell Set 10kg,Sports & Fitness,Decathlon,5316.43,1,2026-06-03,Delivered
5140,1178,50,Mixer Grinder,Home & Kitchen,Pigeon,10287.91,1,2026-01-02,Delivered
5141,1305,41,Casual Sneakers,Fashion,Allen Solly,4943.49,2,2026-03-25,Delivered
5142,826,67,Wall Clock,Home & Kitchen,Cello,9292.79,1,2025-05-24,Returned
5143,1864,104,Lipstick,Beauty & Personal Care,Dove,1674.47,3,2026-03-07,Delivered
5144,429,49,Mixer Grinder,Home & Kitchen,Havells,1213.44,1,2026-03-17,Delivered
5145,1592,28,Women's Kurta,Fashion,Levis,2572.22,1,2024-11-18,Delivered
5146,620,57,Air Fryer,Home & Kitchen,Pigeon,2664.0,1,2024-07-17,Delivered
5147,1993,25,Men's T-Shirt,Fashion,Allen Solly,2705.83,1,2025-11-17,Delivered
5148,1108,41,Casual Sneakers,Fashion,Allen Solly,1471.79,1,2026-02-15,Delivered
5149,245,57,Air Fryer,Home & Kitchen,Pigeon,6633.35,2,2026-03-17,Delivered
5150,1259,94,Sunscreen SPF50,Beauty & Personal Care,Mamaearth,2393.33,1,2025-11-05,Delivered
5151,1587,62,Water Bottle Set,Home & Kitchen,Pigeon,7431.94,1,2026-03-26,Delivered
5152,993,23,Neckband Earphones,Electronics,JBL,77533.76,1,2026-05-26,Delivered
5153,1380,110,Perfume,Beauty & Personal Care,Lakme,177.93,1,2025-04-28,Delivered
5154,1466,75,Fiction Novel,Books,Bloomsbury,456.46,3,2026-06-13,Delivered
5155,1338,37,Formal Shirt,Fashion,Van Heusen,1760.41,3,2024-10-12,Delivered
5156,1240,87,Biography,Books,Bloomsbury,193.29,2,2024-08-17,Pending
5157,300,110,Perfume,Beauty & Personal Care,Lakme,2408.92,1,2026-03-16,Cancelled
5158,502,107,Trimmer,Beauty & Personal Care,Plum,443.63,1,2026-08-17,Delivered
5159,159,123,Badminton Racket,Sports & Fitness,Decathlon,5940.59,3,2025-03-13,Delivered
5160,1335,17,Power Bank 10000mAh,Electronics,Samsung,4114.59,4,2024-02-25,Delivered
5161,725,109,Perfume,Beauty & Personal Care,The Man Company,1396.79,1,2024-10-23,Delivered
5162,1093,24,Neckband Earphones,Electronics,Realme,68840.78,1,2024-11-26,Cancelled
5163,1911,75,Fiction Novel,Books,Bloomsbury,136.77,3,2024-09-29,Delivered
5164,402,117,Cricket Bat,Sports & Fitness,Decathlon,761.75,1,2024-08-03,Delivered
5165,37,40,Casual Sneakers,Fashion,Levis,421.98,1,2024-12-12,Cancelled
5166,1514,46,Sunglasses,Fashion,H&M,2168.68,1,2025-11-17,Delivered
5167,364,73,Fiction Novel,Books,Scholastic,542.19,1,2026-06-25,Delivered
5168,1338,44,Handbag,Fashion,Van Heusen,595.62,1,2025-06-23,Delivered
5169,241,45,Handbag,Fashion,Allen Solly,1016.58,2,2026-03-29,Delivered
5170,277,45,Handbag,Fashion,Allen Solly,4830.13,1,2025-09-21,Delivered
5171,608,64,Induction Cooktop,Home & Kitchen,Milton,7270.01,3,2025-12-26,Returned
5172,1003,95,Sunscreen SPF50,Beauty & Personal Care,The Man Company,834.36,1,2026-01-20,Delivered
5173,823,93,Face Wash,Beauty & Personal Care,Dove,1559.36,1,2026-01-29,Delivered
5174,974,45,Handbag,Fashion,Allen Solly,3760.29,1,2026-02-13,Delivered
5175,819,62,Water Bottle Set,Home & Kitchen,Pigeon,6344.02,1,2025-05-25,Pending
5176,1331,5,Bluetooth Earbuds,Electronics,boAt,25787.73,3,2025-04-18,Delivered
5177,1106,10,LED TV 43-inch,Electronics,Apple,2013.1,2,2025-07-26,Delivered
5178,1986,14,Laptop,Electronics,Xiaomi,66070.72,1,2026-02-05,Cancelled
5179,195,59,Table Lamp,Home & Kitchen,Havells,10014.03,4,2026-02-24,Delivered
5180,5,54,Non-Stick Pan Set,Home & Kitchen,Philips,3264.08,2,2025-02-04,Delivered
5181,862,68,Wall Clock,Home & Kitchen,Havells,483.43,1,2025-09-25,Delivered
5182,64,52,Non-Stick Pan Set,Home & Kitchen,Bajaj,12858.54,3,2025-04-29,Delivered
5183,15,112,Yoga Mat,Sports & Fitness,Nivia,1330.39,1,2026-03-05,Pending
5184,112,54,Non-Stick Pan Set,Home & Kitchen,Philips,1234.09,1,2025-12-01,Delivered
5185,1558,59,Table Lamp,Home & Kitchen,Havells,3195.56,1,2026-05-30,Delivered
5186,1852,40,Casual Sneakers,Fashion,Levis,1193.42,1,2025-09-04,Delivered
5187,1416,76,Self-Help Book,Books,Bloomsbury,383.79,3,2025-06-23,Delivered
5188,685,93,Face Wash,Beauty & Personal Care,Dove,216.78,1,2026-01-15,Returned
5189,24,86,Biography,Books,HarperCollins,470.76,1,2023-11-01,Cancelled
5190,1306,107,Trimmer,Beauty & Personal Care,Plum,2493.7,1,2026-07-17,Delivered
5191,967,62,Water Bottle Set,Home & Kitchen,Pigeon,4858.27,1,2026-02-05,Delivered
5192,1936,48,Sunglasses,Fashion,Puma,4088.54,4,2024-03-07,Cancelled
5193,771,26,Men's T-Shirt,Fashion,Nike,554.32,1,2025-07-16,Delivered
5194,45,43,Handbag,Fashion,Biba,4843.25,1,2024-10-04,Delivered
5195,909,78,Self-Help Book,Books,HarperCollins,620.98,1,2025-02-08,Delivered
5196,691,33,Running Shoes,Fashion,Roadster,3651.77,2,2024-11-01,Delivered
5197,1266,127,Resistance Band Set,Sports & Fitness,Nivia,4918.87,1,2026-03-03,Delivered
5198,807,81,Competitive Exam Guide,Books,Penguin,573.23,3,2026-06-26,Delivered
5199,1441,30,Women's Kurta,Fashion,Biba,2183.91,2,2026-04-11,Returned
5200,203,82,Children's Story Book,Books,Rupa Publications,878.19,1,2026-05-23,Delivered
5201,333,30,Women's Kurta,Fashion,Biba,1037.91,2,2025-12-23,Delivered
5202,747,107,Trimmer,Beauty & Personal Care,Plum,1182.06,1,2026-03-27,Delivered
5203,418,121,Badminton Racket,Sports & Fitness,Cosco,6289.77,3,2025-06-20,Delivered
5204,1175,1,Smartphone,Electronics,Xiaomi,61668.47,1,2026-03-30,Delivered
5205,1853,14,Laptop,Electronics,Xiaomi,49212.18,1,2026-05-08,Cancelled
5206,394,32,Running Shoes,Fashion,H&M,3351.79,2,2025-01-07,Shipped
5207,826,23,Neckband Earphones,Electronics,JBL,41965.37,1,2026-03-24,Delivered
5208,1796,27,Men's T-Shirt,Fashion,Puma,3457.88,1,2024-02-26,Delivered
5209,1756,23,Neckband Earphones,Electronics,JBL,41391.87,1,2026-02-04,Delivered
5210,652,98,Hair Serum,Beauty & Personal Care,Mamaearth,989.49,2,2025-07-09,Delivered
5211,63,82,Children's Story Book,Books,Rupa Publications,360.69,1,2024-07-06,Delivered
5212,118,113,Yoga Mat,Sports & Fitness,Decathlon,3959.1,3,2025-12-15,Returned
5213,154,72,Bedsheet Set,Home & Kitchen,Prestige,2872.64,2,2024-08-05,Delivered
5214,1967,18,Power Bank 10000mAh,Electronics,Sony,75389.46,1,2025-11-15,Pending
5215,650,102,Body Lotion,Beauty & Personal Care,Mamaearth,2364.18,1,2026-03-21,Returned
5216,1082,59,Table Lamp,Home & Kitchen,Havells,12391.23,1,2024-09-05,Delivered
5217,1807,19,Bluetooth Speaker,Electronics,boAt,71855.23,1,2025-02-14,Delivered
5218,820,90,Business Book,Books,Rupa Publications,187.02,2,2024-12-09,Delivered
5219,488,109,Perfume,Beauty & Personal Care,The Man Company,1067.64,1,2025-01-31,Cancelled
5220,1015,84,Children's Story Book,Books,Scholastic,268.49,3,2025-03-31,Delivered
5221,888,70,Bedsheet Set,Home & Kitchen,Bajaj,7650.22,1,2026-01-09,Delivered
5222,1596,74,Fiction Novel,Books,HarperCollins,192.06,1,2025-03-13,Delivered
5223,1902,58,Table Lamp,Home & Kitchen,Prestige,8432.72,1,2026-03-06,Delivered
5224,1813,27,Men's T-Shirt,Fashion,Puma,3856.5,1,2026-01-30,Delivered
5225,1226,12,LED TV 43-inch,Electronics,JBL,57795.52,1,2026-03-04,Delivered
5226,1402,116,Cricket Bat,Sports & Fitness,Adidas,5283.3,1,2026-01-07,Delivered
5227,1569,4,Bluetooth Earbuds,Electronics,Xiaomi,25265.62,1,2025-08-19,Delivered
5228,1759,73,Fiction Novel,Books,Scholastic,538.61,2,2026-05-31,Delivered
5229,548,96,Sunscreen SPF50,Beauty & Personal Care,Plum,2465.46,2,2025-12-10,Returned
5230,961,123,Badminton Racket,Sports & Fitness,Decathlon,433.11,1,2025-01-01,Delivered
5231,738,93,Face Wash,Beauty & Personal Care,Dove,2115.21,1,2024-09-19,Cancelled
5232,1439,82,Children's Story Book,Books,Rupa Publications,142.9,4,2026-03-18,Cancelled
5233,439,22,Neckband Earphones,Electronics,Samsung,82143.75,1,2025-07-12,Delivered
5234,815,115,Cricket Bat,Sports & Fitness,Nivia,2025.93,1,2025-09-09,Delivered
5235,347,84,Children's Story Book,Books,Scholastic,750.83,1,2025-09-14,Delivered
5236,1227,40,Casual Sneakers,Fashion,Levis,2659.29,1,2026-04-11,Delivered
5237,314,13,Laptop,Electronics,Sony,36187.15,1,2025-10-25,Returned
5238,1241,45,Handbag,Fashion,Allen Solly,1652.69,1,2025-10-30,Delivered
5239,186,69,Wall Clock,Home & Kitchen,Philips,698.23,1,2026-04-21,Delivered
5240,1841,98,Hair Serum,Beauty & Personal Care,Mamaearth,566.13,1,2025-10-31,Delivered
5241,1828,14,Laptop,Electronics,Xiaomi,35921.74,2,2025-10-15,Delivered
5242,252,31,Running Shoes,Fashion,Biba,2462.64,1,2026-04-13,Delivered
5243,1799,42,Casual Sneakers,Fashion,Biba,1284.44,3,2025-09-07,Delivered
5244,800,36,Denim Jeans,Fashion,Puma,1926.22,2,2025-07-21,Delivered
5245,439,89,Business Book,Books,Bloomsbury,947.59,3,2025-08-14,Delivered
5246,359,30,Women's Kurta,Fashion,Biba,4801.48,1,2025-12-02,Delivered
5247,1621,127,Resistance Band Set,Sports & Fitness,Nivia,1481.68,1,2024-12-25,Delivered
5248,477,66,Induction Cooktop,Home & Kitchen,Cello,2542.7,2,2026-08-17,Delivered
