shipment_id,order_id,courier_partner,warehouse_location,dispatch_date,delivery_date,delivery_status,estimated_days
6683,6683,Bluedart,Mumbai,,,Not Shipped,4
6684,6684,DTDC,Coimbatore,,,Processing,2
6685,6685,Bluedart,Ranchi,2025-04-14,2025-04-22,Delivered Late,7
6686,6686,Delhivery,Chennai,,,Not Shipped,5
6687,6687,Xpressbees,Kochi,2026-02-19,2026-02-21,Delivered,3
6688,6688,DTDC,Surat,2025-06-14,2025-06-16,Delivered Late,2
6689,6689,DTDC,Vadodara,2026-06-04,2026-06-09,Delivered,6
6690,6690,Delhivery,Mysuru,2025-10-23,2025-10-27,Delivered,4
6691,6691,DTDC,Amritsar,2024-08-30,2024-09-07,Delivered Late,7
6692,6692,Delhivery,Chennai,2025-09-12,2025-09-15,Delivered Late,2
6693,6693,Ekart Logistics,Coimbatore,2026-03-17,2026-03-18,Delivered,2
6694,6694,Ecom Express,Indore,2025-08-22,2025-08-24,Delivered,2
6695,6695,Ekart Logistics,Bhopal,,,Not Shipped,6
6696,6696,DTDC,Nashik,2025-03-17,2025-03-22,Delivered Late,5
6697,6697,Delhivery,Hyderabad,2024-06-02,2024-06-07,Delivered,6
6698,6698,Ecom Express,Mysuru,2026-06-26,2026-07-01,Delivered Late,5
6699,6699,Delhivery,Nagpur,2026-07-25,2026-07-31,Delivered Late,6
6700,6700,Ecom Express,Chennai,2025-11-15,2025-11-21,Delivered,7
6701,6701,DTDC,Bengaluru,2025-02-26,2025-03-02,Returned,4
6702,6702,Bluedart,Bhubaneswar,2025-10-12,2025-10-18,Delivered,6
6703,6703,Delhivery,Lucknow,2026-02-09,2026-02-13,Delivered,4
6704,6704,DTDC,Ranchi,2026-07-10,2026-07-13,Delivered,4
6705,6705,Delhivery,Indore,2025-02-17,2025-02-24,Delivered Late,7
6706,6706,Ekart Logistics,Delhi,2026-06-22,2026-06-25,Delivered,4
6707,6707,Ekart Logistics,Bengaluru,2025-11-24,2025-11-28,Returned,5
6708,6708,Bluedart,Nagpur,,,Not Shipped,5
6709,6709,Ecom Express,Nagpur,2025-07-31,2025-08-04,Delivered,4
6710,6710,Bluedart,Hyderabad,2025-08-01,2025-08-07,Delivered,6
6711,6711,Delhivery,Hyderabad,,,Processing,2
6712,6712,Ekart Logistics,Delhi,2025-05-31,2025-06-05,Delivered Late,3
6713,6713,DTDC,Mysuru,2026-06-14,2026-06-23,Delivered Late,7
6714,6714,Ekart Logistics,Thiruvananthapuram,2025-11-12,2025-11-17,Delivered,5
6715,6715,DTDC,Bengaluru,2024-11-25,2024-11-30,Delivered,5
6716,6716,Xpressbees,Vadodara,2026-03-29,2026-04-05,Delivered Late,5
6717,6717,Ecom Express,Bengaluru,,,Processing,3
6718,6718,Bluedart,Mysuru,,,Not Shipped,6
6719,6719,Bluedart,Mysuru,2025-12-16,2025-12-23,Delivered,7
6720,6720,Xpressbees,Patna,2026-03-07,2026-03-09,Delivered,3
6721,6721,Xpressbees,Kanpur,2026-01-16,2026-01-21,Delivered,5
6722,6722,Ekart Logistics,Ranchi,2025-11-26,2025-12-01,Delivered,6
6723,6723,DTDC,Vadodara,2023-09-30,2023-10-04,Returned,2
6724,6724,DTDC,Kochi,2025-01-11,2025-01-19,Delivered Late,7
6725,6725,DTDC,Pune,2026-02-06,2026-02-11,Returned,4
6726,6726,Xpressbees,Jaipur,2026-01-12,2026-01-17,Delivered,6
6727,6727,DTDC,Kochi,2025-10-16,2025-10-17,Delivered,2
6728,6728,Ecom Express,Bengaluru,2025-02-15,2025-02-18,Delivered,3
6729,6729,Xpressbees,Guwahati,2025-12-12,2025-12-18,Delivered Late,6
6730,6730,Bluedart,Mysuru,2025-12-20,2025-12-22,Delivered Late,2
6731,6731,Ekart Logistics,Patna,,,Processing,6
6732,6732,Bluedart,Ahmedabad,2026-01-15,2026-01-21,Delivered,6
6733,6733,DTDC,Patna,2026-01-12,2026-01-17,Delivered Late,3
6734,6734,DTDC,Guwahati,2026-05-31,2026-06-06,Delivered,7
6735,6735,DTDC,Kolkata,2026-06-26,2026-07-01,Returned,4
6736,6736,Bluedart,Jaipur,2024-09-27,,In Transit,6
6737,6737,Delhivery,Lucknow,2024-06-27,2024-07-03,Delivered,6
6738,6738,DTDC,Lucknow,,,Not Shipped,5
6739,6739,Bluedart,Mysuru,2026-06-03,2026-06-04,Delivered,2
6740,6740,Bluedart,Vadodara,2026-07-02,2026-07-05,Delivered Late,2
6741,6741,Ekart Logistics,Pune,,,Not Shipped,7
6742,6742,Bluedart,Chandigarh,2026-02-02,2026-02-06,Delivered Late,3
6743,6743,Delhivery,Indore,2025-12-19,2025-12-24,Delivered,6
6744,6744,Xpressbees,Amritsar,2026-01-05,2026-01-10,Delivered Late,4
6745,6745,DTDC,Bengaluru,2025-09-15,2025-09-20,Delivered,6
6746,6746,Delhivery,Hyderabad,2024-03-03,2024-03-09,Delivered,6
6747,6747,Ekart Logistics,Delhi,2026-05-30,2026-06-05,Delivered,7
6748,6748,Bluedart,Nashik,2026-05-30,2026-06-08,Delivered Late,7
6749,6749,Delhivery,Chandigarh,2026-02-03,2026-02-08,Delivered Late,4
6750,6750,DTDC,Chennai,2025-11-16,2025-11-24,Delivered Late,6
6751,6751,Xpressbees,Nagpur,2026-04-08,,In Transit,7
6752,6752,Ecom Express,Amritsar,2026-04-30,2026-05-02,Delivered,2
6753,6753,DTDC,Kanpur,2026-02-27,2026-03-03,Delivered,4
6754,6754,DTDC,Bhubaneswar,2025-10-23,2025-10-31,Delivered Late,7
6755,6755,Ecom Express,Patna,2026-02-16,2026-02-22,Delivered,7
6756,6756,Ekart Logistics,Lucknow,2026-04-30,2026-05-06,Delivered,6
6757,6757,Delhivery,Indore,2026-08-17,2026-08-23,Delivered Late,6
6758,6758,Delhivery,Vadodara,2025-01-29,2025-02-03,Delivered,6
6759,6759,DTDC,Mysuru,2025-11-18,2025-11-19,Delivered,2
6760,6760,Xpressbees,Chennai,2025-04-21,2025-04-24,Delivered Late,2
6761,6761,Bluedart,Kanpur,2026-08-17,2026-08-23,Delivered Late,6
6762,6762,Bluedart,Lucknow,2026-07-16,2026-07-19,Delivered,4
6763,6763,DTDC,Mumbai,,,Not Shipped,4
6764,6764,Bluedart,Surat,2026-02-27,2026-03-06,Delivered Late,6
6765,6765,Xpressbees,Surat,2025-10-02,2025-10-04,Delivered,2
6766,6766,Xpressbees,Ahmedabad,2026-03-22,2026-03-29,Delivered Late,4
6767,6767,Xpressbees,Nashik,2026-05-02,2026-05-06,Delivered,4
6768,6768,Xpressbees,Delhi,,,Not Shipped,7
6769,6769,Bluedart,Vadodara,,,Processing,2
6770,6770,Ecom Express,Mysuru,2024-10-31,2024-11-03,Delivered,4
6771,6771,Bluedart,Thiruvananthapuram,2025-11-10,2025-11-12,Delivered Late,2
6772,6772,Delhivery,Lucknow,2025-10-04,2025-10-10,Delivered Late,5
6773,6773,Delhivery,Mysuru,2026-04-23,2026-04-28,Delivered,6
6774,6774,Delhivery,Mumbai,2025-06-14,2025-06-18,Delivered Late,2
6775,6775,Ecom Express,Nagpur,2026-04-13,2026-04-17,Delivered,4
6776,6776,Xpressbees,Amritsar,2025-05-09,2025-05-12,Delivered,4
6777,6777,Xpressbees,Kochi,,,Not Shipped,6
6778,6778,DTDC,Patna,2026-06-05,2026-06-08,Delivered,3
6779,6779,Ecom Express,Indore,2025-01-26,,In Transit,6
6780,6780,Bluedart,Nashik,2025-05-17,2025-05-20,Delivered,4
6781,6781,Delhivery,Guwahati,2026-04-15,2026-04-20,Delivered,5
6782,6782,DTDC,Nagpur,2026-03-04,2026-03-08,Delivered Late,4
6783,6783,Ekart Logistics,Pune,2024-06-19,2024-06-27,Delivered Late,7
6784,6784,Delhivery,Coimbatore,2024-01-17,2024-01-25,Delivered Late,7
6785,6785,Xpressbees,Vadodara,,,Not Shipped,7
6786,6786,Xpressbees,Delhi,2025-03-28,2025-04-03,Delivered,7
6787,6787,Bluedart,Ranchi,2024-12-07,2024-12-14,Delivered,7
6788,6788,Delhivery,Bhopal,2025-10-18,2025-10-22,Delivered,5
6789,6789,Delhivery,Indore,2026-07-26,2026-07-30,Delivered,5
6790,6790,Ekart Logistics,Bhopal,,,Processing,6
6791,6791,Xpressbees,Delhi,2025-11-24,,In Transit,7
6792,6792,Ekart Logistics,Jaipur,2026-03-13,2026-03-21,Delivered Late,7
6793,6793,DTDC,Thiruvananthapuram,2024-12-17,2024-12-19,Returned,3
6794,6794,Xpressbees,Nagpur,2025-06-18,,In Transit,3
6795,6795,Bluedart,Coimbatore,2026-04-08,2026-04-13,Delivered,6
6796,6796,DTDC,Nagpur,2025-11-04,2025-11-09,Delivered,5
6797,6797,Ecom Express,Thiruvananthapuram,,,Not Shipped,6
6798,6798,Ekart Logistics,Bhubaneswar,2025-10-17,2025-10-23,Delivered,7
6799,6799,Ekart Logistics,Amritsar,2025-07-22,2025-07-24,Delivered,3
6800,6800,Delhivery,Nashik,2025-12-20,2025-12-27,Delivered Late,6
6801,6801,Ekart Logistics,Bengaluru,2025-11-03,,In Transit,4
6802,6802,Ecom Express,Guwahati,2025-12-17,2025-12-22,Delivered,6
6803,6803,Ecom Express,Coimbatore,2025-08-22,2025-08-27,Delivered,6
6804,6804,Xpressbees,Pune,2025-12-29,2026-01-05,Delivered Late,4
6805,6805,Delhivery,Nashik,2024-10-31,2024-11-02,Delivered,2
6806,6806,Ecom Express,Bengaluru,2025-11-07,2025-11-12,Delivered,5
6807,6807,Xpressbees,Surat,2025-07-15,2025-07-16,Delivered,2
6808,6808,Ekart Logistics,Nagpur,2026-02-06,2026-02-09,Delivered,4
6809,6809,Bluedart,Bengaluru,2026-07-05,2026-07-10,Delivered,5
6810,6810,Xpressbees,Nashik,2026-02-15,2026-02-16,Delivered,2
6811,6811,DTDC,Chennai,,,Not Shipped,3
6812,6812,Bluedart,Bhubaneswar,2026-01-05,2026-01-10,Delivered,6
6813,6813,Ecom Express,Surat,2025-03-28,2025-04-01,Delivered,4
6814,6814,Ecom Express,Ranchi,2024-01-09,2024-01-13,Delivered,4
6815,6815,DTDC,Patna,,,Processing,4
6816,6816,Delhivery,Pune,2024-03-10,,In Transit,2
6817,6817,DTDC,Mumbai,,,Not Shipped,7
6818,6818,Bluedart,Kochi,2025-10-01,2025-10-11,Delivered Late,7
6819,6819,Bluedart,Indore,2026-04-06,2026-04-08,Delivered,3
6820,6820,Bluedart,Patna,2025-11-03,2025-11-09,Delivered Late,6
6821,6821,Ecom Express,Ahmedabad,2025-05-18,,In Transit,3
6822,6822,Ecom Express,Jaipur,2026-05-02,2026-05-08,Delivered,7
6823,6823,Ekart Logistics,Mumbai,2026-03-19,2026-03-23,Delivered,5
6824,6824,Ekart Logistics,Ranchi,2026-02-07,2026-02-11,Delivered Late,3
6825,6825,Xpressbees,Mumbai,2026-04-23,2026-04-27,Delivered Late,3
6826,6826,DTDC,Kolkata,2026-04-15,2026-04-20,Delivered Late,5
6827,6827,Delhivery,Nagpur,2025-12-06,2025-12-08,Delivered,2
6828,6828,Bluedart,Ahmedabad,2025-07-20,2025-07-25,Delivered Late,2
6829,6829,DTDC,Bhubaneswar,2026-04-27,2026-05-04,Delivered Late,7
6830,6830,Ecom Express,Kolkata,2025-07-29,2025-08-03,Delivered,5
6831,6831,Delhivery,Bhubaneswar,2023-12-27,2023-12-30,Delivered,4
6832,6832,Ecom Express,Bhubaneswar,,,Not Shipped,3
6833,6833,DTDC,Pune,2025-02-03,2025-02-05,Delivered Late,2
6834,6834,DTDC,Vadodara,2026-04-13,2026-04-19,Delivered,7
6835,6835,Ekart Logistics,Kochi,2024-12-15,2024-12-19,Delivered Late,2
6836,6836,DTDC,Vadodara,,,Not Shipped,4
6837,6837,DTDC,Delhi,2026-03-05,2026-03-07,Returned,3
6838,6838,Delhivery,Amritsar,,,Not Shipped,7
6839,6839,DTDC,Bengaluru,2025-09-09,2025-09-14,Delivered Late,3
6840,6840,Ecom Express,Nashik,2025-05-24,2025-05-27,Delivered,4
6841,6841,Xpressbees,Bengaluru,2026-04-05,2026-04-11,Delivered,6
6842,6842,Ecom Express,Jaipur,2026-01-07,2026-01-12,Returned,2
6843,6843,Ekart Logistics,Amritsar,,,Not Shipped,2
6844,6844,Bluedart,Chandigarh,2025-04-28,2025-05-03,Delivered Late,5
6845,6845,Ecom Express,Jaipur,2025-07-31,2025-08-05,Delivered Late,4
6846,6846,Ecom Express,Lucknow,2026-02-15,2026-02-22,Delivered Late,5
6847,6847,Ekart Logistics,Jaipur,2024-02-02,2024-02-05,Delivered,3
6848,6848,DTDC,Chandigarh,2026-03-08,2026-03-13,Delivered,6
6849,6849,Delhivery,Indore,2025-05-05,,In Transit,2
6850,6850,Ecom Express,Indore,,,Processing,5
6851,6851,Ekart Logistics,Jaipur,2026-01-14,2026-01-17,Delivered,4
6852,6852,Xpressbees,Ahmedabad,,,Processing,4
6853,6853,Ecom Express,Vadodara,2026-02-12,2026-02-18,Delivered Late,6
6854,6854,Delhivery,Mumbai,2025-05-16,2025-05-18,Delivered,2
6855,6855,Delhivery,Amritsar,2026-02-02,2026-02-08,Delivered,7
6856,6856,Ekart Logistics,Ahmedabad,2024-07-16,2024-07-22,Delivered,7
6857,6857,Ecom Express,Guwahati,2025-03-21,2025-03-24,Returned,4
6858,6858,Ekart Logistics,Jaipur,2025-05-21,2025-05-28,Delivered Late,5
6859,6859,Delhivery,Mysuru,,,Not Shipped,6
6860,6860,Ecom Express,Nagpur,2026-01-09,2026-01-11,Delivered Late,2
6861,6861,DTDC,Pune,2026-05-05,2026-05-12,Returned,5
6862,6862,DTDC,Nashik,2024-12-05,2024-12-10,Delivered,5
6863,6863,Ekart Logistics,Bhopal,2026-06-29,2026-07-02,Delivered,3
6864,6864,Delhivery,Coimbatore,2024-10-30,2024-11-05,Delivered,6
6865,6865,Xpressbees,Bengaluru,2026-04-30,2026-05-09,Delivered Late,7
6866,6866,Xpressbees,Bhubaneswar,2025-02-11,2025-02-16,Delivered,6
6867,6867,Xpressbees,Kanpur,2026-06-08,2026-06-11,Delivered Late,2
6868,6868,Ecom Express,Chennai,,,Not Shipped,4
6869,6869,Xpressbees,Nagpur,2026-07-18,2026-07-26,Delivered Late,6
6870,6870,DTDC,Vadodara,2026-02-04,2026-02-10,Delivered,6
6871,6871,DTDC,Bhopal,2025-08-29,2025-08-31,Delivered,2
6872,6872,Bluedart,Lucknow,2025-11-13,2025-11-17,Delivered,4
6873,6873,Ekart Logistics,Kochi,2025-03-26,2025-03-31,Delivered Late,4
6874,6874,Ecom Express,Chandigarh,2025-10-13,2025-10-18,Delivered,5
6875,6875,DTDC,Thiruvananthapuram,2026-06-03,2026-06-10,Delivered Late,7
6876,6876,Bluedart,Bengaluru,,,Not Shipped,3
6877,6877,Ecom Express,Hyderabad,,,Not Shipped,5
6878,6878,Ekart Logistics,Surat,2026-06-08,2026-06-13,Delivered Late,2
6879,6879,DTDC,Chandigarh,2026-06-29,2026-07-05,Delivered,6
6880,6880,DTDC,Vadodara,2025-12-29,2026-01-02,Returned,3
6881,6881,Delhivery,Kolkata,2025-08-08,2025-08-11,Delivered,4
6882,6882,DTDC,Ranchi,2025-04-24,2025-04-28,Delivered Late,3
6883,6883,Delhivery,Hyderabad,2025-08-26,2025-08-30,Delivered Late,3
6884,6884,Ekart Logistics,Guwahati,,,Not Shipped,2
6885,6885,Xpressbees,Mysuru,2025-06-22,2025-06-28,Delivered,7
6886,6886,Bluedart,Ranchi,2025-05-27,2025-05-29,Delivered,2
6887,6887,Delhivery,Mumbai,2025-07-28,2025-08-02,Returned,5
6888,6888,DTDC,Nashik,2024-05-11,2024-05-15,Returned,5
6889,6889,DTDC,Coimbatore,,,Not Shipped,3
6890,6890,Bluedart,Pune,2025-11-29,2025-12-01,Returned,2
6891,6891,Ecom Express,Coimbatore,2025-10-14,2025-10-23,Returned,6
6892,6892,Bluedart,Amritsar,2025-12-03,,In Transit,6
6893,6893,DTDC,Mumbai,2025-11-17,2025-11-20,Delivered,4
6894,6894,DTDC,Mysuru,,,Not Shipped,6
6895,6895,DTDC,Ranchi,2026-04-22,2026-04-24,Delivered,2
6896,6896,Bluedart,Ahmedabad,2026-08-17,,In Transit,4
6897,6897,Bluedart,Vadodara,2025-05-15,2025-05-20,Delivered,6
6898,6898,Delhivery,Bhopal,2026-02-17,2026-02-22,Delivered Late,2
6899,6899,Delhivery,Kochi,2025-05-02,2025-05-07,Delivered,5
6900,6900,Bluedart,Lucknow,,,Not Shipped,5
6901,6901,Xpressbees,Indore,2026-06-26,2026-06-29,Delivered Late,2
6902,6902,Bluedart,Amritsar,,,Not Shipped,5
6903,6903,DTDC,Kochi,2024-06-21,2024-06-27,Delivered,6
6904,6904,Xpressbees,Coimbatore,2025-08-11,2025-08-16,Delivered Late,2
6905,6905,Xpressbees,Kolkata,2025-03-13,2025-03-16,Delivered,3
6906,6906,Ekart Logistics,Guwahati,2025-11-05,,In Transit,5
6907,6907,Xpressbees,Delhi,2025-07-25,2025-07-28,Returned,3
6908,6908,Ekart Logistics,Coimbatore,2026-03-28,2026-04-03,Delivered Late,5
6909,6909,Ecom Express,Kochi,,,Not Shipped,5
6910,6910,DTDC,Amritsar,2025-06-14,2025-06-18,Delivered Late,2
6911,6911,DTDC,Delhi,,,Processing,4
6912,6912,Ekart Logistics,Guwahati,2026-02-23,2026-03-01,Delivered,7
6913,6913,Bluedart,Nashik,2025-05-24,2025-05-29,Delivered Late,5
6914,6914,Ekart Logistics,Vadodara,2025-05-15,2025-05-22,Delivered,7
6915,6915,Delhivery,Patna,2025-12-30,2026-01-07,Delivered Late,7
6916,6916,DTDC,Bhubaneswar,2024-09-15,2024-09-22,Delivered,7
6917,6917,Bluedart,Indore,2026-02-28,2026-03-06,Delivered Late,4
6918,6918,Bluedart,Delhi,2025-03-11,2025-03-13,Delivered,3
6919,6919,Ecom Express,Bhubaneswar,2026-07-18,2026-07-22,Delivered Late,4
6920,6920,Xpressbees,Ranchi,2025-04-29,2025-05-05,Delivered,7
6921,6921,Ekart Logistics,Indore,2026-02-09,2026-02-11,Returned,2
6922,6922,Xpressbees,Mysuru,2024-06-27,,In Transit,6
6923,6923,Xpressbees,Chandigarh,2026-01-01,2026-01-02,Delivered,2
6924,6924,Ecom Express,Jaipur,2026-05-13,2026-05-19,Delivered Late,5
6925,6925,Delhivery,Mysuru,2024-08-18,2024-08-25,Delivered Late,6
6926,6926,Bluedart,Mysuru,2025-08-08,2025-08-13,Delivered Late,3
6927,6927,Ekart Logistics,Pune,2026-05-13,2026-05-18,Delivered,5
6928,6928,Bluedart,Bhubaneswar,2025-07-02,2025-07-10,Delivered Late,7
6929,6929,Xpressbees,Lucknow,2026-06-06,2026-06-11,Delivered,6
6930,6930,Ecom Express,Amritsar,2026-04-01,2026-04-06,Delivered Late,2
6931,6931,Xpressbees,Vadodara,2026-03-12,2026-03-14,Delivered,2
6932,6932,Delhivery,Bhubaneswar,2025-07-09,2025-07-11,Delivered,3
6933,6933,DTDC,Hyderabad,2025-03-19,2025-03-22,Returned,3
6934,6934,Xpressbees,Pune,2024-11-06,2024-11-12,Delivered,6
6935,6935,Ecom Express,Mysuru,,,Not Shipped,3
6936,6936,Xpressbees,Kanpur,2025-08-05,2025-08-12,Delivered,7
6937,6937,Xpressbees,Bhubaneswar,,,Not Shipped,2
6938,6938,Ekart Logistics,Ranchi,2026-07-15,2026-07-21,Delivered Late,6
6939,6939,Bluedart,Amritsar,2025-07-21,,In Transit,4
6940,6940,Ekart Logistics,Chandigarh,2026-02-18,2026-02-22,Delivered,5
6941,6941,Delhivery,Lucknow,2025-03-02,2025-03-09,Delivered Late,6
6942,6942,Delhivery,Nagpur,2026-04-23,2026-04-30,Delivered Late,7
6943,6943,Xpressbees,Patna,2025-12-23,2025-12-28,Delivered,6
6944,6944,Bluedart,Amritsar,2024-12-23,2024-12-28,Delivered,6
6945,6945,Delhivery,Indore,,,Processing,2
6946,6946,Bluedart,Delhi,2025-06-22,,In Transit,2
6947,6947,Bluedart,Kochi,2024-03-13,2024-03-18,Returned,6
6948,6948,Xpressbees,Chandigarh,2025-10-13,2025-10-21,Delivered Late,7
6949,6949,Ekart Logistics,Kolkata,,,Processing,2
6950,6950,Bluedart,Vadodara,2025-01-05,2025-01-09,Delivered,4
6951,6951,Delhivery,Indore,2025-01-01,,In Transit,6
6952,6952,Bluedart,Guwahati,2025-11-17,2025-11-23,Delivered,6
6953,6953,Xpressbees,Lucknow,2025-11-29,2025-12-05,Delivered Late,5
6954,6954,Delhivery,Ahmedabad,2026-04-17,2026-04-23,Delivered,7
6955,6955,Ecom Express,Coimbatore,2026-04-05,,In Transit,3
6956,6956,Xpressbees,Kolkata,2025-08-08,2025-08-10,Delivered Late,2
6957,6957,DTDC,Bengaluru,2025-08-11,2025-08-16,Delivered,6
6958,6958,DTDC,Mysuru,2025-10-20,2025-10-26,Delivered Late,5
6959,6959,Xpressbees,Delhi,,,Not Shipped,3
6960,6960,Xpressbees,Hyderabad,2025-09-25,2025-09-28,Returned,3
6961,6961,Ecom Express,Delhi,2026-02-06,2026-02-14,Delivered Late,6
6962,6962,Xpressbees,Ranchi,2025-12-23,2025-12-26,Delivered,3
6963,6963,Ekart Logistics,Patna,2025-05-16,2025-05-19,Delivered Late,2
6964,6964,DTDC,Patna,2025-12-09,,In Transit,5
6965,6965,Delhivery,Delhi,2025-07-28,2025-07-31,Delivered,4
6966,6966,Delhivery,Guwahati,2025-01-25,2025-02-02,Delivered Late,7
6967,6967,Xpressbees,Coimbatore,2026-03-26,2026-03-31,Delivered,6
6968,6968,Delhivery,Surat,2025-10-26,2025-10-28,Delivered,3
6969,6969,Xpressbees,Mysuru,,,Not Shipped,6
6970,6970,Ekart Logistics,Hyderabad,2025-10-30,2025-11-04,Delivered Late,2
6971,6971,Bluedart,Chennai,2025-03-08,2025-03-14,Delivered,6
6972,6972,DTDC,Ahmedabad,2025-09-16,,In Transit,6
6973,6973,Ekart Logistics,Amritsar,2026-03-09,2026-03-13,Delivered Late,3
6974,6974,Bluedart,Patna,2025-12-22,2025-12-26,Delivered,4
6975,6975,DTDC,Coimbatore,2026-03-30,2026-04-07,Delivered Late,6
6976,6976,Bluedart,Chandigarh,2025-12-17,2025-12-25,Delivered Late,6
6977,6977,DTDC,Mysuru,2024-04-01,2024-04-03,Delivered,3
6978,6978,Delhivery,Patna,2025-10-19,2025-10-22,Delivered Late,3
6979,6979,Xpressbees,Kanpur,2025-12-20,2025-12-21,Delivered,2
6980,6980,Ekart Logistics,Coimbatore,2025-07-21,2025-07-27,Delivered,6
6981,6981,Bluedart,Delhi,,,Not Shipped,2
6982,6982,Ecom Express,Patna,,,Not Shipped,4
6983,6983,Bluedart,Bengaluru,2026-05-12,2026-05-17,Delivered Late,4
6984,6984,Delhivery,Amritsar,2026-02-15,2026-02-19,Delivered Late,3
6985,6985,DTDC,Amritsar,,,Processing,4
6986,6986,DTDC,Nagpur,2026-04-30,2026-05-09,Delivered Late,7
6987,6987,Delhivery,Hyderabad,2025-11-16,2025-11-23,Delivered,7
6988,6988,Bluedart,Mumbai,2026-03-30,2026-04-07,Delivered Late,7
6989,6989,DTDC,Surat,2025-01-31,,In Transit,7
6990,6990,Ecom Express,Jaipur,,,Not Shipped,2
6991,6991,Xpressbees,Lucknow,2026-03-05,2026-03-08,Delivered Late,3
6992,6992,Ekart Logistics,Jaipur,2025-11-25,2025-11-30,Delivered,6
6993,6993,DTDC,Bengaluru,2024-11-07,2024-11-09,Delivered,3
6994,6994,DTDC,Pune,2026-03-13,2026-03-21,Delivered Late,7
6995,6995,Delhivery,Kochi,2025-09-24,2025-09-25,Delivered,2
6996,6996,DTDC,Ranchi,2025-06-20,,In Transit,6
6997,6997,Xpressbees,Mysuru,2025-10-12,2025-10-17,Delivered Late,4
6998,6998,Bluedart,Nagpur,2026-06-01,2026-06-04,Delivered,4
6999,6999,Bluedart,Kanpur,,,Not Shipped,3
7000,7000,Bluedart,Chandigarh,2025-11-09,2025-11-13,Delivered Late,4
7001,7001,Delhivery,Bengaluru,2024-07-11,,In Transit,6
7002,7002,Bluedart,Pune,,,Processing,6
7003,7003,Xpressbees,Pune,2026-02-09,2026-02-16,Returned,7
7004,7004,Delhivery,Mysuru,2025-05-14,2025-05-18,Delivered Late,3
7005,7005,Delhivery,Nashik,2026-04-14,2026-04-18,Delivered Late,3
7006,7006,Ecom Express,Vadodara,2026-08-17,2026-08-22,Delivered,6
7007,7007,Delhivery,Bengaluru,2025-12-06,2025-12-09,Delivered Late,2
7008,7008,Delhivery,Delhi,2025-03-08,2025-03-14,Delivered Late,6
7009,7009,Xpressbees,Chandigarh,2026-05-23,2026-05-27,Delivered Late,3
7010,7010,Bluedart,Vadodara,2025-09-28,2025-10-04,Delivered Late,5
7011,7011,DTDC,Indore,,,Not Shipped,3
7012,7012,Ecom Express,Coimbatore,2025-11-27,2025-12-04,Delivered,7
7013,7013,DTDC,Kanpur,2026-05-03,2026-05-08,Delivered Late,3
7014,7014,DTDC,Indore,2026-01-26,2026-01-29,Delivered,4
7015,7015,Ekart Logistics,Ranchi,2025-09-01,2025-09-08,Delivered Late,6
7016,7016,Ekart Logistics,Delhi,2026-02-05,2026-02-09,Delivered Late,2
7017,7017,Ecom Express,Mysuru,,,Processing,3
7018,7018,Xpressbees,Lucknow,,,Not Shipped,5
7019,7019,Xpressbees,Delhi,2025-10-09,2025-10-14,Delivered,5
7020,7020,Bluedart,Mysuru,2025-04-15,2025-04-20,Delivered,5
7021,7021,DTDC,Indore,2025-01-08,2025-01-13,Delivered,6
7022,7022,Ecom Express,Mumbai,2026-08-01,2026-08-08,Delivered,7
7023,7023,Ekart Logistics,Ahmedabad,2024-12-18,2024-12-25,Delivered Late,5
7024,7024,Delhivery,Pune,2025-06-17,2025-06-22,Delivered Late,4
7025,7025,Bluedart,Amritsar,2025-11-23,2025-11-28,Delivered,6
7026,7026,Bluedart,Guwahati,2026-06-24,2026-07-01,Delivered,7
7027,7027,Delhivery,Indore,2025-12-24,2025-12-31,Delivered Late,7
7028,7028,Ekart Logistics,Nagpur,2024-05-24,2024-05-31,Delivered,7
7029,7029,Delhivery,Vadodara,2024-12-21,2024-12-24,Delivered,3
7030,7030,Delhivery,Bhopal,2025-05-10,2025-05-16,Delivered,7
7031,7031,Delhivery,Bhubaneswar,2025-08-28,2025-09-01,Delivered,5
7032,7032,DTDC,Kolkata,2024-11-02,2024-11-06,Delivered Late,3
7033,7033,Ecom Express,Indore,2024-11-17,2024-11-20,Delivered,3
7034,7034,DTDC,Coimbatore,2025-08-18,,In Transit,5
7035,7035,Ekart Logistics,Delhi,2025-02-21,2025-02-27,Delivered,6
7036,7036,Ekart Logistics,Indore,2026-03-19,2026-03-21,Delivered,3
7037,7037,Ecom Express,Lucknow,2025-06-08,2025-06-14,Delivered Late,3
7038,7038,DTDC,Thiruvananthapuram,2026-07-03,2026-07-09,Delivered Late,5
7039,7039,Ekart Logistics,Thiruvananthapuram,2025-03-02,2025-03-08,Delivered,6
7040,7040,Bluedart,Lucknow,,,Processing,2
7041,7041,Delhivery,Coimbatore,2026-02-11,2026-02-14,Delivered,3
7042,7042,Delhivery,Bengaluru,2025-11-18,2025-11-23,Delivered Late,3
7043,7043,Xpressbees,Ahmedabad,,,Processing,3
7044,7044,Delhivery,Pune,2026-02-10,2026-02-15,Delivered Late,2
7045,7045,Ecom Express,Bhopal,,,Processing,2
7046,7046,Ekart Logistics,Nagpur,2025-07-11,2025-07-14,Delivered,4
7047,7047,DTDC,Chennai,2026-04-04,2026-04-08,Delivered Late,2
7048,7048,Bluedart,Chandigarh,2025-10-05,2025-10-12,Returned,6
7049,7049,Delhivery,Chandigarh,2024-09-18,2024-09-21,Delivered,3
